Latitude,Longitude,PropertyType,Price,Bedrooms,BathroomTotal,SizeInterior,StoriesTotal,BuildingType,OwnershipType
49.274285,-123.121308,Single Family,"$50,000",0,0,,,,Strata
49.2739576,-123.1212378,Single Family,"$50,000",0,0,150 sqft,,,Strata
49.2345946,-122.8466956,Single Family,"$120,000",2,1,736 sqft,,Mobile Home,Leasehold
49.1694427,-122.8902036,Single Family,"$129,900",3,2,1100 sqft,1,Manufactured Home,Unknown
49.1689416,-122.9671685,Single Family,"$139,000",1,1,425 sqft,,House,Leasehold
49.2394952,-123.0320084,Single Family,"$139,000",1,1,480 sqft,,Apartment,Strata
49.1903437,-123.1353308,Single Family,"$159,000",1,1,663 sqft,,House,Unknown
49.2345946,-122.8466956,Single Family,"$189,000",3,3,976 sqft,,,Freehold
49.2345946,-122.8466956,Single Family,"$200,000",2,1,984 sqft,,Mobile Home,Leasehold
49.208204,-122.924443,Single Family,"$212,000",1,1,606 sqft,,Apartment,Unknown
49.2345946,-122.8466956,Single Family,"$214,900",2,2,864 sqft,,Mobile Home,Leasehold
49.177424,-122.8490859,Single Family,"$228,800",1,1,614 sqft,1,Apartment,Strata
49.236686,-122.8613689,Single Family,"$229,000",2,1,1222 sqft,,Mobile Home,Leasehold
49.1777637,-122.8878533,Single Family,"$237,000",0,1,528 sqft,1,Apartment,Strata
49.2345946,-122.8466956,Single Family,"$239,000",2,1,1050 sqft,,Mobile Home,Leasehold
49.236686,-122.8613689,Single Family,"$249,000",2,2,1392 sqft,,Mobile Home,Leasehold
49.2000452,-122.8427935,Single Family,"$249,900",0,1,307 sqft,1,Apartment,Strata
49.1903637,-122.8537773,Single Family,"$255,000",0,1,316 sqft,1,Apartment,Strata
49.2671367,-122.7682123,Single Family,"$255,000",1,1,527 sqft,,Apartment,Strata
49.168146,-123.132806,Single Family,"$263,000",2,1,835 sqft,,Apartment,Leasehold Condo/Strata
49.168035,-123.129693,Single Family,"$265,000",2,1,861 sqft,,Apartment,Leasehold
49.2000452,-122.8427935,Single Family,"$268,000",0,1,307 sqft,1,Apartment,Strata
49.183561,-122.809381,Single Family,"$269,900",1,1,639 sqft,1,Apartment,Strata
49.2113114,-122.8994842,Single Family,"$269,900",0,1,424 sqft,,Apartment,Strata
49.2076471,-122.9278834,Single Family,"$273,000",1,1,465 sqft,,Apartment,Strata
49.2671367,-122.7682123,Single Family,"$275,000",1,1,547 sqft,,Apartment,Strata
49.2105028,-122.9200738,Single Family,"$278,000",0,1,431 sqft,,Apartment,Strata
49.1839287,-122.8001508,Single Family,"$279,000",1,1,779 sqft,1,Apartment,Strata
49.184465,-122.8396505,Single Family,"$280,000",1,1,710 sqft,1,Apartment,Strata
49.1905143,-122.8519061,Single Family,"$280,000",0,1,316 sqft,1,Apartment,Strata
49.236686,-122.8613689,Single Family,"$285,000",2,2,1265 sqft,,Mobile Home,Leasehold
49.1897881,-122.8507495,Single Family,"$285,888",0,1,326 sqft,1,Apartment,Strata
49.177762,-122.8477641,Single Family,"$287,000",1,1,780 sqft,1,Apartment,Strata
49.2513295,-122.8603587,Single Family,"$288,000",1,1,566 sqft,,Apartment,Strata
49.1901235,-122.8482033,Single Family,"$288,800",0,1,326 sqft,1,Apartment,Strata
49.1897881,-122.8507495,Single Family,"$288,888",0,1,326 sqft,1,Apartment,Strata
49.1897917,-122.8510846,Single Family,"$289,000",1,1,326 sqft,1,Apartment,Strata
49.1837607,-122.7994615,Single Family,"$289,000",1,1,784 sqft,1,Apartment,Strata
49.273205,-123.1165519,Single Family,"$289,000",0,0,33 sqft,,,Strata
49.266754,-122.771933,Single Family,"$289,000",1,1,646 sqft,,Apartment,Strata
49.1897602,-122.8532929,Single Family,"$290,000",0,1,405 sqft,1,Apartment,Strata
49.1866979,-122.8562277,Single Family,"$294,989",1,1,676 sqft,1,Apartment,Strata
49.1861756,-122.8557155,Single Family,"$295,000",1,1,722 sqft,1,Apartment,Strata
49.1699355,-123.1256868,Single Family,"$298,000",1,1,624 sqft,,Apartment,Strata
49.1901235,-122.8482033,Single Family,"$298,800",0,1,326 sqft,1,Apartment,Strata
49.1901235,-122.8482033,Single Family,"$298,800",0,1,326 sqft,1,Apartment,Strata
49.1952368,-122.8058186,Single Family,"$299,000",2,2,925 sqft,1,Row / Townhouse,Strata
49.187184,-122.851809,Single Family,"$299,000",1,1,651 sqft,1,Apartment,Strata
49.196625,-122.839418,Single Family,"$299,000",1,1,650 sqft,1,Apartment,Strata
49.2175411,-122.9030698,Single Family,"$299,000",1,1,614 sqft,,Apartment,Strata
49.261813,-123.054992,Single Family,"$299,000",2,2,860 sqft,,Apartment,Strata
49.2543798,-123.0185677,Single Family,"$299,900",1,1,715 sqft,,Apartment,Strata
49.208204,-122.924443,Single Family,"$299,900",2,1,875 sqft,,Apartment,Unknown
49.1872488,-122.8554114,Single Family,"$299,900",1,1,457 sqft,1,Apartment,Strata
49.177961,-122.8490135,Single Family,"$299,900",1,1,775 sqft,1,Apartment,Strata
49.1705376,-123.1301149,Single Family,"$299,900",1,1,628 sqft,,Apartment,Strata
49.1963092,-122.8024102,Single Family,"$299,900",2,1,910 sqft,1,Apartment,Strata
49.1904976,-122.8538808,Single Family,"$299,900",1,1,346 sqft,1,Apartment,Strata
49.1890986,-122.8536819,Single Family,"$300,000",0,1,409 sqft,1,Apartment,Strata
49.184033,-122.798849,Single Family,"$300,000",2,1,945 sqft,1,Apartment,Strata
49.2326995,-123.0069722,Single Family,"$305,000",1,1,701 sqft,,Apartment,Strata
49.183561,-122.809381,Single Family,"$306,000",1,1,731 sqft,1,Apartment,Strata
49.1901698,-122.8485366,Single Family,"$308,000",1,1,301 sqft,1,Apartment,Strata
49.193565,-122.851152,Single Family,"$308,900",1,1,713 sqft,1,Apartment,Strata
49.1899866,-122.8243771,Single Family,"$308,900",1,1,729 sqft,1,Apartment,Strata
49.1963233,-122.8016752,Single Family,"$309,000",2,1,900 sqft,1,Apartment,Strata
49.1970085,-122.8019268,Single Family,"$310,000",2,1,1042 sqft,1,Apartment,Strata
49.2020675,-122.8476918,Single Family,"$314,000",1,1,905 sqft,1,Apartment,Strata
49.3249802,-123.0743221,Single Family,"$314,950",1,1,700 sqft,,Apartment,Shares in Co-operative
49.196485,-122.7993719,Single Family,"$314,999",1,1,720 sqft,1,Apartment,Strata
49.1777637,-122.8878533,Single Family,"$315,000",1,1,940 sqft,1,Apartment,Strata
49.1977634,-122.8417065,Single Family,"$318,000",1,1,679 sqft,1,Apartment,Strata
49.2010389,-122.8493874,Single Family,"$319,000",1,1,591 sqft,1,Apartment,Strata
49.198589,-122.801907,Single Family,"$319,900",1,1,665 sqft,1,Apartment,Strata
49.1903637,-122.8537773,Single Family,"$320,000",1,1,424 sqft,1,Apartment,Strata
49.280656,-122.9848393,Single Family,"$320,000",1,1,642 sqft,,Apartment,Strata
49.255846,-122.7758549,Single Family,"$324,900",1,1,735 sqft,,Apartment,Strata
49.2543798,-123.0185677,Single Family,"$325,000",1,1,680 sqft,,Apartment,Strata
49.2055187,-122.9086721,Single Family,"$325,000",1,1,664 sqft,,Apartment,Strata
49.1837607,-122.7994615,Single Family,"$325,000",2,1,829 sqft,1,Apartment,Strata
49.1843586,-122.8089145,Single Family,"$325,000",2,1,891 sqft,1,Apartment,Strata
49.172348,-122.8848979,Single Family,"$325,000",2,1,1125 sqft,1,Apartment,Strata
49.172348,-122.8848979,Single Family,"$325,500",1,1,1173 sqft,1,Apartment,Strata
49.2814705,-123.1356081,Single Family,"$327,000",0,1,430 sqft,,Apartment,Leasehold
49.1837607,-122.7994615,Single Family,"$328,000",2,1,965 sqft,1,Apartment,Strata
49.1925309,-122.8511495,Single Family,"$328,000",1,1,592 sqft,1,Apartment,Strata
49.1891429,-122.8524363,Single Family,"$328,000",0,1,474 sqft,1,Apartment,Strata
49.1901698,-122.8485366,Single Family,"$328,000",1,1,295 sqft,1,Apartment,Strata
49.186435,-122.853313,Single Family,"$329,000",1,1,726 sqft,1,Apartment,Strata
49.1985921,-122.8415204,Single Family,"$329,000",1,1,537 sqft,1,Apartment,Strata
49.220947,-122.9746019,Single Family,"$329,000",1,1,725 sqft,,Apartment,Strata
49.2105028,-122.9200738,Single Family,"$329,000",1,1,617 sqft,,Apartment,Strata
49.2617862,-123.0544284,Single Family,"$329,000",2,2,959 sqft,,Apartment,Strata
49.2045822,-122.9136337,Single Family,"$329,800",1,1,575 sqft,,Apartment,Strata
49.1886285,-123.09246,Single Family,"$329,888",1,2,760 sqft,,Apartment,Strata
49.1853651,-122.8067618,Single Family,"$329,900",2,1,880 sqft,1,Apartment,Strata
49.1941414,-122.8511579,Single Family,"$329,900",1,1,650 sqft,1,Apartment,Strata
49.1972826,-122.8372813,Single Family,"$329,999",1,1,616 sqft,1,Apartment,Strata
49.1775456,-122.8482507,Single Family,"$330,000",2,1,860 sqft,1,Apartment,Freehold
49.2814705,-123.1356081,Single Family,"$330,000",0,1,430 sqft,,Apartment,Leasehold Condo/Strata
49.1843176,-122.8104533,Single Family,"$333,000",1,1,620 sqft,1,Apartment,Strata
49.184361,-122.808217,Single Family,"$335,000",2,1,880 sqft,1,Apartment,Strata
49.1903437,-123.1353308,Single Family,"$335,000",2,2,1450 sqft,,House,Leasehold
49.1901235,-122.8482033,Single Family,"$338,000",0,1,383 sqft,1,Apartment,Strata
49.19847,-122.851331,Single Family,"$338,000",1,1,484 sqft,1,Apartment,Strata
49.1901698,-122.8485366,Single Family,"$338,000",1,1,401 sqft,1,Apartment,Strata
49.2026086,-122.848632,Single Family,"$338,800",2,1,879 sqft,1,Apartment,Strata
49.284668,-122.798278,Single Family,"$338,800",1,1,700 sqft,,Apartment,Strata
49.17749,-122.811927,Single Family,"$338,900",1,1,783 sqft,1,Apartment,Strata
49.3249802,-123.0743221,Single Family,"$339,000",1,1,722 sqft,,Apartment,Shares in Co-operative
49.1775456,-122.8482507,Single Family,"$339,000",2,1,1012 sqft,1,Apartment,Strata
49.184465,-122.8396505,Single Family,"$339,000",1,1,721 sqft,1,Apartment,Strata
49.1777637,-122.8878533,Single Family,"$339,000",2,1,1026 sqft,2,Apartment,Strata
49.1944237,-122.8398289,Single Family,"$339,000",1,1,580 sqft,1,Apartment,Strata
49.1832917,-122.801799,Single Family,"$339,500",1,1,720 sqft,1,Apartment,Strata
49.23001,-122.8939679,Single Family,"$339,700",1,1,657 sqft,,Apartment,Strata
49.2175798,-122.9040566,Single Family,"$339,900",1,1,830 sqft,,Apartment,Strata
49.1931722,-122.7984095,Single Family,"$339,900",1,1,747 sqft,1,Apartment,Strata
49.1972826,-122.8372813,Single Family,"$339,900",1,1,628 sqft,1,Apartment,Strata
49.199145,-122.8514717,Single Family,"$339,900",1,1,633 sqft,1,Apartment,Strata
49.2576951,-122.7801964,Single Family,"$339,900",0,1,458 sqft,,Apartment,Strata
49.3281667,-123.0739316,Single Family,"$340,000",1,1,599 sqft,,Apartment,Strata
49.2618282,-123.0539346,Single Family,"$340,000",2,2,908 sqft,,Apartment,Strata
49.2013317,-122.8564306,Single Family,"$341,900",0,1,410 sqft,1,Apartment,Strata
49.177664,-122.811344,Single Family,"$344,900",2,2,1127 sqft,1,Apartment,Strata
49.2132216,-122.9259741,Single Family,"$344,900",1,1,683 sqft,,Apartment,Strata
49.1842839,-122.810629,Single Family,"$345,000",1,1,615 sqft,1,Apartment,Strata
49.1928824,-122.8513587,Single Family,"$345,000",1,1,651 sqft,1,Apartment,Strata
49.2482498,-122.8193985,Single Family,"$345,000",1,1,718 sqft,,Apartment,Strata
49.240126,-122.8520823,Single Family,"$345,000",1,1,643 sqft,,Apartment,Strata
49.1919415,-122.8515324,Single Family,"$345,900",1,1,544 sqft,1,Apartment,Strata
49.240126,-122.8520823,Single Family,"$346,900",1,1,640 sqft,,Apartment,Strata
49.2814705,-123.1356081,Single Family,"$347,000",1,1,550 sqft,,Apartment,Leasehold
49.2618146,-123.0550499,Single Family,"$348,000",2,2,1001 sqft,,Apartment,Strata
49.1778045,-122.8119976,Single Family,"$348,000",1,1,794 sqft,1,Apartment,Strata
49.1952368,-122.8058186,Single Family,"$348,900",2,1,916 sqft,1,Row / Townhouse,Strata
49.1715536,-122.889552,Single Family,"$349,000",2,2,820 sqft,1,Apartment,Strata
49.17879,-122.837748,Single Family,"$349,000",1,1,553 sqft,1,Apartment,Strata
49.1778045,-122.8119976,Single Family,"$349,000",1,1,768 sqft,1,Apartment,Strata
49.2357979,-123.1573127,Single Family,"$349,000",1,1,597 sqft,,Apartment,Shares in Co-operative
49.2618146,-123.0550499,Single Family,"$349,000",2,2,928 sqft,,Apartment,Strata
49.250425,-122.863839,Single Family,"$349,000",2,2,904 sqft,,Apartment,Strata
49.257479,-122.7860218,Single Family,"$349,000",1,1,600 sqft,,Apartment,Strata
49.2814705,-123.1356081,Single Family,"$349,800",1,1,430 sqft,,Apartment,Leasehold
49.1897602,-122.8532929,Single Family,"$349,800",1,1,611 sqft,1,Apartment,Strata
49.1897602,-122.8532929,Single Family,"$349,800",1,1,590 sqft,1,Apartment,Strata
49.2854462,-123.058828,Single Family,"$349,888",0,1,512 sqft,,Apartment,Strata
49.3141426,-123.0735103,Single Family,"$349,900",1,1,606 sqft,,Apartment,Shares in Co-operative
49.1994639,-122.8485968,Single Family,"$349,900",1,1,589 sqft,1,Apartment,Strata
49.236686,-122.8613689,Single Family,"$349,900",3,2,1675 sqft,,Mobile Home,Leasehold
49.177762,-122.8477641,Single Family,"$349,999",2,1,1023 sqft,1,Apartment,Strata
49.1863977,-122.8089505,Single Family,"$349,999",2,2,1005 sqft,1,Apartment,Strata
49.1717046,-122.8885174,Single Family,"$350,000",2,2,829 sqft,1,Apartment,Strata
49.1880726,-122.8525567,Single Family,"$350,000",1,1,678 sqft,1,Apartment,Strata
49.2617862,-123.0544284,Single Family,"$350,000",2,2,1013 sqft,,Apartment,Strata
49.331217,-123.123066,Single Family,"$350,000",1,1,641 sqft,,Apartment,Strata
49.241148,-122.854172,Single Family,"$354,000",1,1,700 sqft,,Apartment,Strata
49.2016152,-122.8502175,Single Family,"$354,669",1,1,688 sqft,1,Apartment,Strata
49.2014249,-122.9147702,Single Family,"$354,800",1,1,544 sqft,,Apartment,Strata
49.2072416,-123.1271764,Single Family,"$355,000",1,1,610 sqft,,Apartment,Strata
49.1943973,-122.8397449,Single Family,"$355,000",1,1,702 sqft,1,Apartment,Strata
49.1909001,-122.8538311,Single Family,"$356,000",1,1,525 sqft,1,Apartment,Strata
49.2020675,-122.8476918,Single Family,"$357,900",2,1,930 sqft,1,Apartment,Strata
49.1718028,-123.1299785,Single Family,"$358,000",1,1,661 sqft,,Apartment,Strata
49.1952368,-122.8058186,Single Family,"$358,000",2,2,979 sqft,1,Row / Townhouse,Strata
49.2081351,-122.9153535,Single Family,"$358,800",2,1,839 sqft,,Apartment,Strata
49.2504464,-122.8991346,Single Family,"$358,888",1,1,726 sqft,,Apartment,Strata
49.2833368,-123.1403947,Single Family,"$359,000",1,1,550 sqft,,Apartment,Leasehold
49.2658514,-122.769188,Single Family,"$359,000",1,1,656 sqft,,Apartment,Strata
49.32437,-123.07316,Single Family,"$359,000",1,1,600 sqft,,Apartment,Strata
49.2699096,-122.7899803,Single Family,"$359,000",1,1,788 sqft,,Apartment,Strata
49.2618146,-123.0550499,Single Family,"$359,000",2,2,989 sqft,,Apartment,Strata
49.209938,-122.9200799,Single Family,"$359,000",2,2,981 sqft,,Apartment,Strata
49.238287,-122.8595571,Single Family,"$359,000",1,1,635 sqft,,Apartment,Strata
49.1734307,-123.1282966,Single Family,"$359,000",1,1,853 sqft,,Apartment,Strata
49.1835762,-122.8433926,Single Family,"$359,000",1,1,530 sqft,1,Apartment,Strata
49.1943973,-122.8397449,Single Family,"$359,000",1,1,695 sqft,1,Apartment,Strata
49.1833893,-123.1200635,Single Family,"$359,000",0,1,394 sqft,,Apartment,Strata
49.1904976,-122.8538808,Single Family,"$359,800",1,1,424 sqft,1,Apartment,Strata
49.1931722,-122.7984095,Single Family,"$359,900",1,1,756 sqft,1,Apartment,Strata
49.1986146,-122.8519872,Single Family,"$359,900",1,1,569 sqft,1,Apartment,Strata
49.2454191,-122.8906496,Single Family,"$359,999",1,1,495 sqft,,Apartment,Strata
49.184361,-122.808217,Single Family,"$360,000",2,1,880 sqft,1,Apartment,Strata
49.2205925,-123.0662987,Single Family,"$360,000",0,1,465 sqft,,Apartment,Strata
49.2122113,-122.9205747,Single Family,"$364,900",1,1,731 sqft,,Apartment,Strata
49.197717,-122.8403785,Single Family,"$364,900",1,1,649 sqft,1,Apartment,Strata
49.19847,-122.851331,Single Family,"$364,900",1,1,550 sqft,1,Apartment,Strata
49.19847,-122.851331,Single Family,"$365,000",1,1,551 sqft,1,Apartment,Strata
49.1714684,-123.1280559,Single Family,"$365,000",1,1,707 sqft,,Apartment,Strata
49.2531617,-122.8989108,Single Family,"$365,900",1,1,750 sqft,,Apartment,Strata
49.2467836,-122.895577,Single Family,"$368,000",1,1,660 sqft,,Apartment,Strata
49.276776,-122.868895,Single Family,"$368,000",2,1,841 sqft,,Apartment,Strata
49.1943314103229,-122.834265878041,Single Family,"$368,000",1,1,696 sqft,1,Apartment,Strata
49.2164051,-122.9555933,Single Family,"$368,000",1,1,689 sqft,,Apartment,Strata
49.2266441,-122.990024,Single Family,"$368,000",1,1,629 sqft,,Apartment,Shares in Co-operative
49.2735951,-122.8753882,Single Family,"$369,000",2,1,888 sqft,,Row / Townhouse,Strata
49.1909001,-122.8538311,Single Family,"$369,000",1,1,526 sqft,1,Apartment,Strata
49.2649453,-123.0916846,Single Family,"$369,000",0,1,486 sqft,,Apartment,Strata
49.2527768,-122.8998897,Single Family,"$369,000",1,1,737 sqft,,Apartment,Strata
49.2847088,-122.8774108,Single Family,"$369,555",2,1,875 sqft,,Apartment,Strata
49.1952239,-122.8341569,Single Family,"$369,800",1,1,694 sqft,1,Apartment,Strata
49.2223538,-123.0113749,Single Family,"$369,900",1,1,655 sqft,,Apartment,Strata
49.257674,-122.780127,Single Family,"$369,900",1,1,519 sqft,,Apartment,Strata
49.2507844,-122.8608101,Single Family,"$369,998",2,1,860 sqft,,Apartment,Strata
49.239181,-122.8498429,Single Family,"$370,000",1,1,644 sqft,,Apartment,Strata
49.198648,-122.835694,Single Family,"$370,000",2,2,715 sqft,1,Row / Townhouse,Strata
49.1714684,-123.1280559,Single Family,"$370,000",1,1,725 sqft,,Apartment,Strata
49.177961,-122.8490135,Single Family,"$370,000",2,1,1020 sqft,1,Apartment,Strata
49.3140097,-123.0277371,Single Family,"$372,000",1,1,742 sqft,,Apartment,
49.2493741,-123.0747953,Single Family,"$373,000",0,1,458 sqft,,Apartment,Strata
49.1913908,-122.8509779,Single Family,"$373,800",1,1,520 sqft,1,Apartment,Strata
49.2850717,-123.059251,Single Family,"$374,888",1,1,567 sqft,,Apartment,Strata
49.2812457,-123.1013029,Single Family,"$374,900",1,1,461 sqft,,Apartment,Strata
49.205456,-122.9238274,Single Family,"$374,999",2,2,1008 sqft,,Apartment,Strata
49.2055968,-122.913809,Single Family,"$375,000",2,1,855 sqft,,Apartment,Strata
49.1966304,-122.8374031,Single Family,"$375,000",2,2,960 sqft,1,Apartment,Strata
49.1952368,-122.8058186,Single Family,"$375,000",2,2,964 sqft,1,Row / Townhouse,Strata
49.1798786,-122.8346647,Single Family,"$375,000",2,2,1045 sqft,1,Apartment,Strata
49.1798786,-122.8346647,Single Family,"$375,000",2,2,947 sqft,1,Apartment,Strata
49.1715436,-123.1270236,Single Family,"$375,000",1,1,765 sqft,,Apartment,Strata
49.2384956,-123.0499827,Single Family,"$375,000",0,1,441 sqft,,Apartment,Strata
49.259926,-122.786045,Single Family,"$375,000",3,1,1096 sqft,,Apartment,Strata
49.2454191,-122.8906496,Single Family,"$375,000",1,1,569 sqft,,Apartment,Strata
49.285866,-122.795156,Single Family,"$375,000",1,1,712 sqft,,Apartment,Strata
49.2383701,-122.8576005,Single Family,"$377,200",2,2,866 sqft,,Apartment,Strata
49.2517741,-122.9027453,Single Family,"$378,000",1,1,740 sqft,,Apartment,Strata
49.1861536,-122.796907,Single Family,"$378,000",1,1,583 sqft,1,Apartment,Strata
49.1897602,-122.8532929,Single Family,"$378,000",1,1,602 sqft,1,Apartment,Strata
49.2617862,-123.0544284,Single Family,"$378,000",2,2,1014 sqft,,Apartment,Strata
49.240126,-122.8520823,Single Family,"$378,800",1,1,709 sqft,,Apartment,Strata
49.1986146,-122.8519872,Single Family,"$379,000",1,1,569 sqft,1,Apartment,Strata
49.1903637,-122.8537773,Single Family,"$379,000",1,1,487 sqft,1,Apartment,Strata
49.1943973,-122.8397449,Single Family,"$379,000",1,1,792 sqft,1,Apartment,Freehold
49.185641,-122.8110846,Single Family,"$379,000",1,2,905 sqft,1,Apartment,Strata
49.2850717,-123.059251,Single Family,"$379,000",1,1,580 sqft,,Apartment,Strata
49.2555549,-122.7848757,Single Family,"$379,000",1,1,584 sqft,,Apartment,Strata
49.2880026,-123.1359068,Single Family,"$379,000",0,1,455 sqft,,Apartment,Strata
49.2599434,-122.7850047,Single Family,"$379,000",1,1,531 sqft,,Apartment,Strata
49.2582885,-122.7861455,Single Family,"$379,000",2,2,822 sqft,,Apartment,Strata
49.3153098,-123.0791082,Single Family,"$379,000",1,1,700 sqft,,Apartment,Strata
49.2812457,-123.1013029,Single Family,"$379,900",1,1,442 sqft,,Apartment,Strata
49.185641,-122.8110846,Single Family,"$379,900",1,2,905 sqft,1,Apartment,Strata
49.1952239,-122.8341569,Single Family,"$379,900",1,1,694 sqft,1,Apartment,Strata
49.2161547,-122.9782054,Single Family,"$379,900",1,1,517 sqft,,Apartment,Strata
49.239181,-122.8498429,Single Family,"$379,900",1,1,635 sqft,,Apartment,Strata
49.1944237,-122.8398289,Single Family,"$380,000",2,2,804 sqft,1,Apartment,Strata
49.1952368,-122.8058186,Single Family,"$380,000",2,2,1030 sqft,1,Row / Townhouse,Strata
49.2561769,-122.7829073,Single Family,"$382,000",1,1,649 sqft,,Apartment,Strata
49.2454191,-122.8906496,Single Family,"$383,000",1,1,606 sqft,,Apartment,Strata
49.280656,-122.9848393,Single Family,"$384,000",1,1,622 sqft,,Apartment,Strata
49.2581125,-122.7798889,Single Family,"$384,000",2,1,780 sqft,,Apartment,Strata
49.2814105,-123.0302762,Single Family,"$384,999",1,1,515 sqft,,Apartment,Strata
49.193565,-122.851152,Single Family,"$385,000",2,1,694 sqft,1,Apartment,Strata
49.195058,-122.810072,Single Family,"$385,000",2,2,1214 sqft,3,Row / Townhouse,Strata
49.1802743,-122.8355056,Single Family,"$385,000",2,2,1010 sqft,1,Apartment,Strata
49.1839274,-122.8416959,Single Family,"$385,000",1,1,515 sqft,1,Apartment,Strata
49.1800907,-122.8370289,Single Family,"$387,000",1,1,700 sqft,1,Apartment,Strata
49.1880726,-122.8525567,Single Family,"$388,000",1,1,678 sqft,1,Apartment,Strata
49.220947,-122.9746019,Single Family,"$388,000",1,1,725 sqft,,Apartment,Strata
49.2394952,-123.0320084,Single Family,"$388,000",1,1,480 sqft,,Apartment,Strata
49.222727,-123.011915,Single Family,"$388,000",1,1,651 sqft,,Apartment,Strata
49.2513295,-122.8603587,Single Family,"$388,000",2,1,773 sqft,,Apartment,Strata
49.185641,-122.8110846,Single Family,"$388,800",1,2,895 sqft,1,Apartment,Strata
49.1927194,-122.7956892,Single Family,"$388,888",2,1,648 sqft,1,Apartment,Strata
49.1952368,-122.8058186,Single Family,"$389,000",2,2,972 sqft,1,Row / Townhouse,Strata
49.2076471,-122.9278834,Single Family,"$389,000",1,1,814 sqft,,Apartment,Strata
49.1783872,-122.8360542,Single Family,"$389,000",2,2,1061 sqft,1,Apartment,Strata
49.2059868,-123.138211,Single Family,"$389,000",1,1,634 sqft,,Apartment,Strata
49.193565,-122.851152,Single Family,"$389,000",2,1,712 sqft,1,Apartment,Strata
49.2108444,-122.9238931,Single Family,"$389,000",2,1,970 sqft,,Apartment,Strata
49.2228285,-123.0118883,Single Family,"$389,000",1,1,655 sqft,,Apartment,Strata
49.2618146,-123.0550499,Single Family,"$389,000",2,2,933 sqft,,Apartment,Strata
49.184465,-122.8396505,Single Family,"$389,800",2,2,946 sqft,1,Apartment,Strata
49.185641,-122.8110846,Single Family,"$389,800",1,2,889 sqft,1,Apartment,Strata
49.220947,-122.9746019,Single Family,"$389,800",1,1,725 sqft,,Apartment,Strata
49.2072821,-122.9306827,Single Family,"$389,900",1,1,685 sqft,,Apartment,Strata
49.1984683,-122.8366078,Single Family,"$389,900",2,1,796 sqft,1,Apartment,Strata
49.1987894,-122.842368,Single Family,"$389,900",1,1,574 sqft,1,Apartment,Strata
49.185875,-122.8368629,Single Family,"$389,900",2,2,1324 sqft,1,Apartment,Strata
49.1798786,-122.8346647,Single Family,"$389,900",2,2,1014 sqft,1,Apartment,Strata
49.1840865,-122.8436328,Single Family,"$389,900",1,1,529 sqft,1,Apartment,Strata
49.1936877,-122.7950485,Single Family,"$389,900",2,1,861 sqft,1,Apartment,Strata
49.238287,-122.8595571,Single Family,"$389,900",1,2,842 sqft,,Apartment,Strata
49.2850717,-123.059251,Single Family,"$389,900",1,1,573 sqft,,Apartment,Strata
49.2639495,-123.075085,Single Family,"$389,900",1,1,621 sqft,,Apartment,Strata
49.2599977,-122.7797605,Single Family,"$389,900",1,1,574 sqft,,Apartment,Strata
49.2829525,-122.7889654,Single Family,"$390,000",1,1,718 sqft,,Apartment,Strata
49.2487721,-122.8902314,Single Family,"$390,000",1,1,656 sqft,,Apartment,Strata
49.2527768,-122.8998897,Single Family,"$390,000",1,1,770 sqft,,Apartment,Strata
49.285866,-122.795156,Single Family,"$394,900",1,1,714 sqft,,Apartment,Strata
49.1839274,-122.8416959,Single Family,"$394,900",1,1,515 sqft,1,Apartment,Strata
49.3296423,-123.1224388,Single Family,"$395,000",1,1,643 sqft,,Apartment,Strata
49.1861756,-122.8557155,Single Family,"$395,000",2,2,994 sqft,1,Apartment,Strata
49.1866979,-122.8562277,Single Family,"$395,000",2,1,903 sqft,1,Apartment,Strata
49.2487721,-122.8902314,Single Family,"$395,000",1,1,656 sqft,,Apartment,Strata
49.2859351,-122.7972465,Single Family,"$395,000",1,1,712 sqft,,Apartment,Strata
49.180231,-122.836461,Single Family,"$397,000",2,2,956 sqft,1,Apartment,Strata
49.2115384,-123.1408849,Single Family,"$397,000",0,1,475 sqft,,Apartment,Strata
49.2841257,-123.0572219,Single Family,"$398,000",1,1,657 sqft,,Apartment,Strata
49.1777538,-122.8888531,Single Family,"$398,000",2,1,1067 sqft,1,Apartment,Strata
49.183057,-122.8038152,Single Family,"$398,000",2,2,1000 sqft,1,Apartment,Strata
49.1963529,-122.8383125,Single Family,"$398,000",2,2,966 sqft,1,Apartment,Strata
49.1866979,-122.8562277,Single Family,"$398,000",2,1,903 sqft,1,Apartment,Strata
49.1877871,-122.8517312,Single Family,"$398,000",2,1,858 sqft,1,Apartment,Strata
49.2040843,-123.1358568,Single Family,"$398,000",1,1,706 sqft,,Apartment,Strata
49.2699011,-122.7584109,Single Family,"$398,000",1,1,691 sqft,,Apartment,Strata
49.2695801,-122.7713933,Single Family,"$398,000",2,2,955 sqft,,Apartment,Strata
49.1840184,-123.1205031,Single Family,"$398,800",1,1,508 sqft,,Apartment,Strata
49.1773032,-122.9675369,Single Family,"$398,800",1,1,549 sqft,,Apartment,Strata
49.1724208,-123.1622689,Single Family,"$398,800",1,1,677 sqft,,Apartment,Strata
49.2378089,-123.0316803,Single Family,"$398,800",1,1,406 sqft,,Apartment,Strata
49.3283393,-123.0747715,Single Family,"$399,000",1,1,618 sqft,,Apartment,Strata
49.233171,-123.011443,Single Family,"$399,000",1,1,783 sqft,,Apartment,Strata
